#        Em_x_FC[n.u.]          Em_y_FC[n.u.]          Em_z_FC[n.u.]          En_x_FC[n.u.]          En_y_FC[n.u.]          En_z_FC[n.u.]
 3.226400455035524e-01 -5.952184574992208e-01  7.359472731722796e-01 -6.823527532970540e-01  4.016941809346581e-01  6.107671447214266e-01
-9.552226278279403e-02  1.271044284058828e-01 -9.872790697631895e-01  5.614344902110011e-02 -1.240449804175388e-01 -9.906870121109025e-01
-7.136922212862052e-01  1.548320876422833e-01  6.831328113272664e-01  3.093194687611186e-01 -5.727799209319296e-01  7.591077844565630e-01
-3.992509611252967e-01 -7.410001586702730e-01 -5.399235454128269e-01  4.560686400807062e-01  1.667278720164844e-01  8.741871723079618e-01
 9.422537149387058e-01  1.782033866534137e-02  3.344254359555518e-01  9.363177078017054e-01  6.042613617784161e-02  3.459159321621036e-01
 7.802283055762708e-02 -4.336598504406266e-02  9.960079463804161e-01 -9.332040673303350e-02  8.464371946584937e-03 -9.956001487016417e-01
-1.893034849971777e-01 -6.109593028528806e-02 -9.800160600064157e-01 -3.407663305850315e-01 -1.087651025174936e-01 -9.338353497346158e-01
-8.996453426427127e-01 -1.255439401880980e-01 -4.181829462607525e-01 -6.612081406665817e-01 -7.070955142739216e-01 -2.506386410949844e-01
 7.760411688202318e-01  4.907163378007146e-02  6.287702911670390e-01  3.646216495963709e-01 -8.786262095294035e-01 -3.083294286532086e-01
-5.929749670940149e-01  2.449810929872692e-01 -7.670495110999127e-01  3.862895926101469e-01  4.942611125359698e-01  7.787723051545888e-01
 1.738344555322885e-01 -3.407267038874661e-02 -9.841852646744782e-01 -6.253754688115158e-01 -3.893120298275794e-02  7.793522210419960e-01
 9.603470561872265e-01  1.331381625563450e-01 -2.449648165423933e-01 -3.159816775353482e-01 -3.417552888342466e-01  8.850756476232796e-01
 2.987486517761078e-01 -4.535851183672333e-01 -8.396486071314243e-01 -4.266622899359183e-01 -2.827974865123827e-01 -8.590604588554388e-01
 2.569259814589754e-02 -6.121999757701815e-02  9.977935669752452e-01 -4.862741383149929e-01 -6.135717081407517e-01 -6.221472666300570e-01
-4.386978376693915e-01  1.077234038341926e-01 -8.921546253260002e-01 -9.282598726431872e-01 -5.518828075212113e-03  3.718913166196947e-01
 6.827869240773392e-02  1.365242332954089e-01  9.882809083890020e-01  6.880056102034092e-01 -3.169730475403765e-01  6.528218497121560e-01
-4.500582611792161e-04  1.004810484638494e-02 -9.999494152388698e-01  5.800053255645009e-02  2.316134436392702e-01 -9.710773146092575e-01
-4.311369297077893e-01  2.013723388137125e-01  8.795283559970287e-01  9.148046246162673e-01 -4.031969729374749e-01 -2.376341294400297e-02
-2.632703602007259e-02  5.091602870209375e-01 -8.602689633452751e-01  3.974794512601738e-02 -3.934614532871961e-01 -9.184814563372451e-01
 3.694858327537678e-02  8.642045937942115e-02  9.955733556070052e-01  9.061249422048324e-01  2.293905466100259e-01  3.554118262526482e-01
 3.378637528958170e-01 -3.533246072695360e-01  8.723587601308205e-01 -6.826757247428522e-01  6.499804426557213e-01  3.338851284677023e-01
-3.053207987326491e-01  4.640620868334550e-01  8.315200475184203e-01  1.070488992458882e-01 -9.679429310193530e-01 -2.272157905162129e-01
 8.731569413316793e-01 -4.249478267656818e-01 -2.387808625736796e-01 -9.269634068103145e-01 -8.686244608291044e-02  3.649572000866799e-01
 2.778139706957264e-01 -9.581753920500309e-01  6.869727619086255e-02 -2.042942135942810e-01  5.797434064169346e-01 -7.887721198216779e-01
-3.024258372330028e-01 -3.006204477691297e-01  9.045252673955578e-01  1.101831078780665e-01  7.487870806548166e-01  6.535882423841234e-01
-3.613385923534006e-01  2.654570477359758e-03  9.324308955261209e-01  2.415573646184575e-01 -2.759616923471747e-02 -9.699940675293609e-01
-1.973014882984137e-02  7.085283020169425e-01  7.054065256773151e-01  5.203269937544753e-01  7.693606903691476e-01 -3.705994437194134e-01
 1.142499828714161e-01  4.015065332618143e-01  9.087020662252071e-01 -2.241611560216900e-01  2.576293698950233e-01 -9.398823776933541e-01
-1.482103833206192e-01 -8.800867754666837e-01 -4.510886275718001e-01 -1.134257704247030e-01  1.750326348466925e-01 -9.780072450356321e-01
-5.476869102671695e-01  8.304039877970925e-01 -1.023145413550179e-01  8.005695953799136e-02 -8.428511035081676e-01 -5.321587174373794e-01
-7.503099652525980e-01  1.718970788523541e-01 -6.383465753998159e-01  8.059624291331013e-01  1.972762283918871e-01  5.581278102167484e-01
 8.013588506625839e-02  9.388393878266610e-01 -3.349012448318280e-01  4.804683039351272e-01 -1.410491133518457e-01 -8.655953769148494e-01
 2.320773563080257e-02 -3.492481161273479e-02 -9.991204424596195e-01 -4.944581598755439e-01  6.704089395766084e-01 -5.532295923649226e-01
 3.384394394579892e-01  6.129122216737815e-01 -7.140009484183277e-01  1.410295559877232e-01 -8.602054850074476e-01  4.900583515266396e-01
 1.120299280599411e-01 -5.073169219259785e-01  8.544465085342879e-01 -2.012900546844652e-01  5.286064812375590e-01 -8.246559900217612e-01
-8.785332674046958e-02  3.249952655371469e-02 -9.956031206029924e-01  6.338641064339919e-01  1.589943427149417e-01 -7.569260819652608e-01
-1.444180641845989e-01  4.165762949005087e-02  9.886395018622525e-01 -3.870897766810336e-02  5.448719860973873e-02  9.977638800014527e-01
-5.099364051502668e-01 -7.618576375965734e-01 -3.994218355801181e-01  1.908930138011150e-01  2.676825399645138e-01 -9.444077059618233e-01
 3.112009042155692e-04  1.792867364809662e-01  9.837968130035805e-01 -2.746921790987191e-01 -1.826903167964555e-03 -9.615304827028689e-01
-7.383644551399399e-02  3.871757872587326e-01 -9.190446610880451e-01  9.192933722091476e-01 -1.206599718192358e-01 -3.746209644599656e-01
-1.686154876071221e-02 -8.006188361289979e-02  9.966472710872912e-01  4.308931047002890e-01  4.688122472344800e-01  7.710682260116174e-01
 4.123912693407169e-02  2.129487618510995e-02 -9.989223506649435e-01 -7.123488378986657e-01 -6.557302751126882e-01 -2.501538315618185e-01
-5.102615558087624e-01  3.507873291958484e-01 -7.852269699515324e-01 -6.758352205114929e-01  3.548404387722605e-01 -6.460147194360910e-01
-8.062884956989825e-01  4.797726528156033e-01 -3.460015365771523e-01 -4.922718132452539e-02  6.918000634728665e-02 -9.963888855966990e-01
-6.667381284822095e-01 -2.310201026599631e-02  7.449339334126958e-01 -5.095044714101473e-01 -8.442217598057726e-01 -1.664175888646106e-01
 3.771658779830452e-01 -4.524456025609542e-01  8.081082088486254e-01  7.686492775995911e-01 -5.278187212035909e-01 -3.613664145886177e-01
-8.057263937138921e-01 -3.903003024261998e-01  4.455004516258352e-01  4.816347060018332e-01  7.945496725253635e-01 -3.697550917355504e-01
 1.740325002802980e-01  6.350247428437885e-04  9.847397044852838e-01  6.443187789526944e-01  5.307795450590450e-01  5.505691470068241e-01
 8.539361791906280e-01  4.441077016188495e-02 -5.184792043688348e-01  8.999266954049973e-01 -1.546744414708568e-01 -4.076858595206852e-01
-1.898375506913295e-01  7.181566656569250e-04 -9.818152517650764e-01 -1.560237730697861e-01  5.619342696556198e-02  9.861535788116037e-01
-4.551329934966451e-01  8.823620233422605e-01  1.195458823805098e-01 -4.002401846238074e-01  4.970345442478288e-01 -7.699119796682304e-01
 2.089677963165135e-01  7.522333143376863e-01  6.248819895813607e-01 -4.507160036594716e-01 -3.415116162326727e-01 -8.247574795195148e-01
 2.538571099969938e-01 -2.970378463498526e-01 -9.205026265795310e-01  2.483235090139179e-01 -9.478190937282824e-01 -1.999359908448499e-01
-2.606152048690296e-01  1.684809461167157e-01  9.506281532685060e-01 -4.984523277704998e-02  9.975007269480249e-01 -5.007746506726883e-02
 6.844255705514667e-01 -1.129544894079968e-01  7.202797523864446e-01  2.412658834416590e-01  2.667156693393307e-01  9.330881658321407e-01
 8.527379270166380e-02  6.542236713052482e-01  7.514783883666624e-01  7.936341985208956e-01  1.146475762155288e-01  5.974953491082589e-01
 5.062849210640394e-01  1.937474199978186e-01  8.403198890585467e-01  3.456581371227932e-01  9.023278406231579e-01 -2.575362504137024e-01
-2.532052141374251e-01 -9.621915989114090e-01  1.003715423709668e-01 -4.239143871262456e-01 -2.956472401501437e-02  9.052195973802686e-01
 5.430320292497803e-01  3.104723245434791e-01  7.802071205144402e-01 -3.373445132500720e-01  7.142610254458622e-01  6.132127419657043e-01
 3.586957530945247e-01 -9.133680798667609e-01 -1.926034978718140e-01 -7.669352042188987e-01 -2.503050275672138e-01 -5.908957485921628e-01
-2.332560006157236e-01  3.195242174836624e-01 -9.184203354772861e-01 -3.575747445018503e-01  6.024001436742110e-01 -7.136206057813398e-01
 9.299919454932439e-01 -9.817508370353002e-02 -3.542268118839908e-01 -8.202688858908951e-02 -9.433601990509555e-01  3.214702542925778e-01
 8.308102548517358e-02  1.623033195144870e-01 -9.832370902681155e-01 -2.165140758926432e-01  9.024803030717532e-01 -3.723586409738214e-01
-7.149900420552625e-01  5.906582674417644e-01 -3.740481932378594e-01  5.210924067880413e-01  7.398836775254840e-01  4.254819001076453e-01
 8.973728000004206e-01  2.385136339065343e-01  3.712590797005575e-01  5.673999012556620e-01  5.920017095914017e-01  5.723559451040259e-01
 6.210846515054558e-01 -7.409859183987837e-01  2.553306178253161e-01 -9.733557922020973e-01 -2.211052542855772e-01  6.075333994059635e-02
 3.506203731729807e-01 -9.930926910487958e-02  9.312373612489431e-01 -1.844568108467999e-01  1.663572539272708e-01 -9.686593565325250e-01
-8.266067901975727e-01 -5.187733182402890e-01  2.181638344942302e-01 -7.055470102023620e-01 -4.403563912836288e-02 -7.072936298886515e-01
 7.229748896171931e-01 -5.101600187372017e-01  4.658798817990162e-01  9.154306169377086e-01 -9.003105141426605e-02  3.922769370665171e-01
 4.149060992603369e-01  3.367804191561675e-01 -8.452407219659779e-01 -9.258786043263587e-02 -4.932544766043598e-01 -8.649436452221992e-01
-4.473325158423676e-01 -3.011712649517004e-01 -8.421338904458903e-01  5.868868636733083e-01 -4.147829413575800e-01  6.953552479175389e-01
-5.007523929683830e-02 -8.346497763142892e-02 -9.952517610727194e-01 -5.430660333360143e-02  2.679882726323182e-01  9.618903672279462e-01
-5.453400172772835e-01  7.193230446936666e-01 -4.303238581912993e-01 -7.639296386413418e-01  2.624361334790473e-01  5.895242005633667e-01
 3.232227672018425e-01 -7.504284586729099e-02 -9.433427871386527e-01  1.377813799939417e-01  1.671416216888512e-02  9.903216286186812e-01
-3.819444029352193e-01  7.099182629027307e-01  5.917216685770669e-01 -3.068521640528901e-01 -8.040787778172893e-01  5.092141675954358e-01
-1.835742426488766e-01  1.762519713411117e-02 -9.828478264013586e-01 -4.339351458805248e-01  1.618566960268564e-01 -8.862859014567012e-01
 1.319394297367414e-01 -7.116463403525312e-01 -6.900372983713220e-01 -1.719530444497707e-01 -9.384246621201540e-01 -2.996519715088322e-01
 4.670648597834339e-01  2.573719486687287e-01 -8.459374071371608e-01 -1.224005208798414e-01 -9.852194309324380e-01 -1.198364944476712e-01
 4.649480538232077e-01 -7.630759346381232e-01  4.489303122113345e-01 -1.216484284498710e-01 -7.758743347160524e-01 -6.190482021495578e-01
 1.974977038801036e-01  3.771663719283510e-01  9.048426298801863e-01  2.930898485174067e-01 -1.258740344907666e-01  9.477626644561712e-01
-1.904083804686385e-02 -4.050536251666475e-03  9.998105018665022e-01 -1.862077873400468e-01 -7.323557627844081e-01 -6.549669431737696e-01
 6.738240289363215e-01  3.592431225069092e-01 -6.456822414775779e-01 -7.910008338127897e-02 -8.583593409684660e-01  5.069146067941379e-01
-1.791698714244537e-02 -1.196714451794575e-01  9.926518658524738e-01 -1.744944232503226e-01  5.281209177559206e-01  8.310475272107977e-01
 4.199432514151850e-02  5.060760243039556e-01 -8.614659217175167e-01 -2.357260972646401e-01  7.660628906254136e-01  5.979806474084400e-01
-4.537548518820808e-01  8.646228281479917e-01  2.157171746496773e-01  8.030569005371216e-01  4.417291607022792e-01 -3.999687026318078e-01
-3.659999089823092e-01 -1.387392430939480e-01  9.202149145991168e-01  3.681306040712157e-01  4.758588896178547e-01 -7.987729186181916e-01
-1.789868444594390e-01 -1.239493808747971e-01 -9.760124284511991e-01  6.586582203292347e-01 -4.409094461140622e-01  6.097279796106754e-01
-9.713813064966084e-01 -2.352107927023371e-01 -3.307930448604634e-02  6.522691272599840e-02  1.693997415006627e-01 -9.833865859547524e-01
-2.619978847308795e-01  1.302614642276307e-01 -9.562369263596854e-01  5.268551256331939e-01  3.290968616890103e-02 -8.493177433389084e-01
-8.138533515654429e-01  5.428305222928175e-01  2.073107479437634e-01 -2.366529752727811e-01  7.073923296397620e-01  6.660266220365150e-01
-5.768508180926462e-02  2.046388080536224e-01  9.771363208759826e-01  4.983004968230942e-01  6.018211500471125e-01 -6.241056947519614e-01
 1.518199123136739e-02 -1.035207904909323e-02  9.998311565467501e-01 -8.553282977252179e-01 -4.183735978511778e-01 -3.055765627981668e-01
 1.234792510378433e-01 -5.990046719847217e-01  7.911676671247437e-01  6.054638774106076e-01  5.223121846684220e-02 -7.941570329401998e-01
 1.358920935241128e-01 -6.553568200475660e-02  9.885536977331101e-01  3.043389845906477e-01  3.877018159044147e-01  8.700948709208398e-01
-2.780031293715960e-01  8.698855259301990e-01  4.074474589891817e-01  7.839122901672756e-02 -2.932408248420425e-03  9.969183598445319e-01
-1.138031558396089e-01 -3.249139096065160e-01 -9.388715530173201e-01  4.231941966357766e-01 -7.258947150311542e-01 -5.422024848925345e-01
-8.059455954341083e-02 -3.147258382573726e-01  9.457548116214888e-01 -4.555189711485523e-03  4.811715812160111e-02 -9.988313117543889e-01
 2.302477328020841e-01  4.381533713890535e-01  8.689117358396687e-01  4.845145048470363e-01 -1.608940449577508e-01  8.598597565242627e-01
-4.771488846819428e-01  4.575289136145212e-02  8.776306824506793e-01  2.685814402324620e-01 -9.554388582971414e-01 -1.224769285151752e-01
-2.205863630121124e-01  6.617791575091924e-01 -7.165123886852984e-01  1.537225185639679e-01  9.067938337973892e-01  3.925485069050492e-01
-7.202468292592358e-02 -7.204802231048162e-02  9.947972293540873e-01 -8.981921254527811e-02  5.302308528857760e-01 -8.430822923687632e-01
-4.015521413581828e-01  2.724677527762587e-01  8.743667431162473e-01  1.333863414997243e-01 -9.573467986238174e-01  2.563107314687523e-01
-7.137766372399137e-02 -4.332901384741518e-01 -8.984235554694429e-01  2.054433816946777e-01  4.481719311315335e-01 -8.700200785405398e-01
 3.020106739858567e-03 -3.602738175390950e-03  9.999889495554035e-01  1.296311366097182e-01  2.284681314343562e-02  9.912990424440354e-01
 1.329551427328757e-01 -9.296069285080673e-01  3.437352011224307e-01 -2.980646378417920e-01 -9.256836897142968e-01 -2.329531675362386e-01
-2.466436541451238e-01 -1.147093950832277e-01  9.622934388997882e-01  3.372689303056010e-01  3.214914564873632e-01  8.848123598007374e-01
 7.634690130504629e-01  3.854884102882606e-01 -5.181831255889965e-01 -8.698562866229023e-01  4.924076144116632e-01 -2.974528352579556e-02
-9.021670896867425e-01 -4.313578306067178e-01 -4.996424763691052e-03 -9.365164842884331e-02  8.011661275394207e-01 -5.910686972172092e-01
-9.839357094050224e-01 -1.012144326102393e-01 -1.470583502866212e-01 -5.615285126102874e-02  8.858441907663107e-02 -9.944846192838341e-01
 6.383270972132794e-01  1.988782801904726e-01 -7.436302485992272e-01  8.862403716788899e-01 -1.963644512607842e-02  4.628092626874204e-01
-2.443465523935056e-01  5.599018432033090e-01  7.917099773976232e-01 -4.710689400250461e-01  2.519201181036492e-01  8.453580944418306e-01
 4.465067177129007e-01  4.854370644284001e-01 -7.516532495216057e-01  4.083052738573602e-01 -2.209327446759008e-01  8.857062298924172e-01
-2.475285294026176e-01 -1.112250838626682e-02 -9.688167612809839e-01  2.828414570846906e-02  2.092720312826112e-01  9.774483229431579e-01
-3.604180618778507e-01 -6.106862423534349e-01 -7.050965423773226e-01  3.960190804361661e-01 -8.638108480293410e-01 -3.114477592748485e-01
 6.748489147126130e-02  5.052617002202581e-02  9.964401113795136e-01 -1.334930324331969e-01  5.637959445871117e-01  8.150544418374247e-01
 4.876645176100989e-01 -7.415898541133350e-01 -4.606818930023970e-01  8.451362344247396e-01  6.426989708304452e-02 -5.306732757462979e-01
 3.495730787520402e-01 -1.898900488353705e-01 -9.174641311599711e-01 -3.836744264729200e-01  7.078010780681480e-02  9.207519268562686e-01
 4.754104192215681e-01 -5.024525998694103e-01  7.221677908769146e-01  6.365830876171055e-01  3.582335374015211e-01 -6.829573231474025e-01
 3.569071385177490e-02  2.143721601796573e-01 -9.760997643092933e-01 -1.145064562012817e-01 -8.809637955323377e-01 -4.591198780814020e-01
-9.438941321413228e-01  3.732624494350296e-02 -3.281320142070819e-01  3.495086662468059e-01  9.087599183038740e-01  2.280331184339569e-01
 5.764200277834505e-01 -2.489872459299595e-01 -7.782964107165984e-01 -4.576834912809141e-01 -5.858534834112059e-01  6.688060389857954e-01
-2.979157306160986e-01  7.400825492699341e-01 -6.029295462303965e-01  8.205493370660032e-01  2.991986077753711e-01  4.870102448058173e-01
 5.638624924970868e-01 -1.238886209094065e-01 -8.165235447702277e-01 -2.685700422490711e-01  6.459327963601916e-01 -7.145914602013065e-01
 1.006299340593023e-01 -2.236274375440233e-01  9.694660311474118e-01 -9.059591515465059e-01  1.652594456894312e-01  3.897785670602695e-01
-1.538228896441730e-01 -8.611423212328585e-01  4.845331992786470e-01  1.030187341707863e-01 -8.560589737825598e-01 -5.065078220681292e-01
 8.343934194142573e-01 -4.570467503576968e-01  3.080517645228679e-01 -7.888425544152174e-01  4.449534913789870e-01  4.239620441187212e-01
 5.207418571118770e-01 -7.585981967656480e-01 -3.916078320406534e-01  5.607582569747936e-01 -1.867564015669809e-01  8.066425625444915e-01
-8.510028139720919e-01  4.139397943265390e-01 -3.231842466527164e-01  3.720794014408617e-02 -4.213338854776954e-01  9.061420010895105e-01
-8.476482253726283e-01 -5.296568223670844e-01  3.092145764088022e-02 -7.479850499929341e-01  9.409404313329400e-02  6.570119299022642e-01
 3.834766129666223e-01 -1.122313962023919e-01  9.167059512265147e-01 -3.327035350747793e-01  3.155817202675968e-01  8.886599662310041e-01
 5.595204180101656e-01 -3.352011308312952e-01 -7.580086435649336e-01  7.991213366701704e-01  5.559426851710144e-01  2.287636773688574e-01
 4.625479151457412e-01  5.233487327596991e-01  7.156504245182458e-01  1.286185593864531e-01 -3.959113598179480e-02 -9.909035311941443e-01
 6.204567623519783e-01  3.297168117198950e-01  7.115618245247338e-01  1.466892745378303e-01 -3.847413752340292e-01  9.112937676285254e-01
 1.168034684982656e-01  1.927330979344130e-01  9.742745520167191e-01  2.422849693114192e-01 -2.110832626759497e-01 -9.469645451989429e-01
-1.246682176910427e-01 -2.028783994514838e-01 -9.712353939873397e-01 -5.380648075006041e-01 -4.804616268961791e-01  6.925625516945128e-01
 2.617017601535969e-01 -2.216058546463923e-01  9.393631001476220e-01 -7.288569554189760e-01  3.034487333696919e-01  6.137478348260876e-01
-3.955828213852540e-01  2.917639000757752e-01 -8.708547858497738e-01  8.197353555710222e-01  5.160399709740766e-01 -2.484687006122181e-01
-3.745556376889207e-01 -6.562783205838492e-01 -6.549861374159672e-01  4.605602460280372e-02 -2.853211868339317e-02  9.985313018635033e-01
 2.488265446553460e-01  7.850780313643656e-01 -5.672193890761610e-01 -3.291465831498810e-01  5.166098565546167e-01 -7.904282275522408e-01
 7.092179780996939e-02 -1.302413308899203e-01 -9.889425131540377e-01  1.306939152191609e-01 -7.754032092208345e-01 -6.177936254565254e-01
 2.910293979894031e-01  3.643247808795045e-01 -8.846294950673003e-01 -3.331738988624453e-01  3.683226066395047e-01 -8.679479307856421e-01
-6.389981388969235e-01  2.007070535917623e-01  7.425618204060733e-01  5.708949535340434e-01 -1.360631120007257e-01 -8.096701683908333e-01
-6.531137499510413e-01 -5.428119144609225e-01  5.280129308493846e-01 -2.486729923795988e-01  8.022487618690174e-01 -5.427325924805001e-01
-4.770979837619432e-01 -3.917570895294443e-01  7.867044532057178e-01 -8.936342538877550e-01 -4.188996441178398e-01 -1.610618155753333e-01
 9.154183978224953e-01  6.406554594788179e-03 -4.024526220393149e-01 -9.710893135206732e-01  1.829564344312515e-01  1.533378239905297e-01
 5.198310343245780e-01 -4.137607463976163e-01  7.473805861095983e-01  8.728451599777800e-01  4.322005422916968e-01  2.265921842123570e-01
-1.718061315482488e-01  6.495569041006952e-01 -7.406473394926537e-01  1.135839227563889e-01 -2.927515910662477e-01  9.494183474209097e-01
 5.250998206327216e-01 -8.473302211402425e-01  7.938308833694555e-02  1.573790722237691e-01 -8.429674277601072e-01 -5.144295319686595e-01
-3.446165632244005e-01  8.804673706942042e-01 -3.256019556056713e-01 -1.223335722659778e-01  2.689478347192905e-01 -9.553541538594209e-01
 4.913690203550303e-01 -4.634526964895098e-01  7.374063221534923e-01  9.450512683929925e-01 -1.200328026885581e-01  3.040891750581165e-01
-1.939349088039982e-01  5.992479090406131e-01 -7.767182208868529e-01 -2.173217741892379e-01 -1.411966302964716e-01  9.658337113893692e-01
-8.576520101443926e-01 -4.086429346130691e-01  3.121601856196615e-01 -4.925444453432308e-01 -8.278188541701672e-01  2.685440635015425e-01
 1.510134590133108e-01  3.924831430718236e-02  9.877522488057822e-01  2.007756882515302e-01  2.289951296132853e-01  9.524969047826449e-01
-3.394022235056047e-01 -2.579372006888412e-01 -9.045852813197084e-01 -2.459465457314012e-02  9.153855945162497e-01 -4.018262265190761e-01
-8.925824529816753e-01 -3.913890389228186e-01 -2.238552765522580e-01  1.638747554364682e-02 -1.227913307379759e-02 -9.997903147841863e-01
 9.156704600292920e-01 -1.551034940948636e-01  3.707971342247798e-01 -1.140385439036449e-02  1.130893006580299e-01 -9.935193818852862e-01
-5.044502625704030e-01  8.381707440550792e-01  2.073637779430305e-01 -4.591953284988244e-01  8.064859437011984e-01  3.724514369649338e-01
 4.829478461728489e-01  5.582208300038963e-01 -6.746487106833952e-01  7.215693028253436e-01 -3.847141041998301e-01  5.756151485583662e-01
-1.929956030792014e-01 -5.713618957880577e-01 -7.976830706700325e-01 -1.954220058712250e-01 -1.374913813782423e-01  9.710336552704905e-01
 8.345197865135859e-01  5.027759855762323e-01 -2.253731000921964e-01  7.241198004521577e-01 -6.893681106194605e-01  2.054562372094025e-02
-1.079918098524687e-01  7.949403238675982e-01 -5.969988697594547e-01 -2.098918723458193e-01  6.629587277969740e-01  7.186314265052594e-01
 6.736019482840336e-01  5.407536012420299e-01 -5.038312793105744e-01  6.789800922892379e-01 -6.743218727748761e-01  2.903033692058736e-01
 3.638182527543748e-01 -6.882120802942093e-01  6.276945208458257e-01 -5.287227628961727e-01 -8.988072177743290e-03  8.487469908953817e-01
-9.221148466195267e-01  2.993892967450217e-02 -3.857562314905515e-01 -1.396509944732160e-01  1.054351446473905e-01 -9.845714956344337e-01
-6.960898177569805e-01  6.352887115543472e-01 -3.344655716014295e-01 -6.341400629016448e-01  2.709901020344481e-01  7.241759076512124e-01
 3.314889933693105e-01 -2.335957366212567e-01 -9.140831904741350e-01 -3.665937607600428e-01  6.899387071396696e-01 -6.241743305858145e-01
-5.287139614706843e-03  1.464894108753205e-02 -9.998787199854333e-01 -3.605004744745581e-01  9.313831833051647e-01  5.064359544855070e-02
 2.185000276828062e-03 -5.150047775682269e-03 -9.999843512684078e-01 -9.511112566027842e-01 -4.358979062146666e-02 -3.057569422221671e-01
-1.457434948577702e-01 -1.270763064083197e-02 -9.892407946653531e-01 -2.666577079661372e-03  9.872039498896911e-01 -1.594404299068168e-01
 1.981422197807906e-01 -2.123310077887290e-01  9.568987427475091e-01 -8.056035136846645e-01 -2.614562048978569e-01  5.316423907659475e-01
 2.652908969516231e-01  2.354951132488113e-01 -9.349667329004454e-01  5.502925146001670e-01  7.914570455845175e-01  2.660336320273284e-01
 7.028478513947034e-01  7.037920028094110e-01  1.033523805790986e-01 -2.434302934303591e-01  7.997029348513925e-01  5.488323133986177e-01
-6.096809760021846e-02  7.009675545414706e-02  9.956753165313539e-01  3.978733857418089e-02  1.698539118944654e-02 -9.990637938466818e-01
-2.834246940751195e-01 -7.428561800703799e-01  6.064941372508628e-01  6.557762632765708e-02 -2.429158139896690e-01 -9.678282297179426e-01
-3.013546505409824e-01 -4.935176140162311e-01 -8.158588966561857e-01  2.208331745388430e-01 -3.080264784431985e-01  9.253931043621293e-01
 2.448446443589487e-02 -9.704179860986440e-01 -2.401862678371505e-01  6.710875829823995e-01 -2.603216301157902e-02  7.409209016189108e-01
-1.582383306870538e-03 -4.143711824161615e-02 -9.991398607276664e-01 -8.144932987432733e-02 -4.891731075209835e-01 -8.683753091499592e-01
-7.958564154191374e-01  4.297691097393447e-01 -4.265103496400204e-01  3.686867278316214e-01 -5.223399833205281e-01  7.689154950614029e-01
 8.700858860721541e-01  3.358348562037525e-01  3.607845620541980e-01 -6.973303803994799e-01  3.113162941669870e-01 -6.456101808042145e-01
-5.414600537206711e-01 -2.866606602720797e-01 -7.903459217818380e-01 -2.188774618911954e-01 -9.563002827091667e-01 -1.938618734213519e-01
-7.149977136437279e-03  5.915453275224102e-02  9.982232310870212e-01 -2.572532739288441e-01 -9.595276921812133e-02  9.615684162514205e-01
 9.084133123310238e-01  3.278389596902342e-01 -2.594356769779412e-01  5.738509416333609e-01  7.738415329355973e-01  2.680753227926621e-01
-9.429344492031468e-01  3.328875657723375e-01 -7.777728468241865e-03 -2.711051703299029e-01 -4.386328201565771e-02 -9.615497902403231e-01
-1.174491661243276e-01  9.345202967990845e-01  3.359724813838941e-01  6.881537578271278e-02  1.989090275427015e-01  9.775989171525820e-01
 1.727431799124684e-02 -4.124952897509739e-01 -9.107959342636514e-01 -1.976979761432710e-01 -1.088306400473932e-01  9.742029573018803e-01
-5.199965281719870e-01  6.162913985171620e-01 -5.914292204506306e-01 -5.629840636257278e-01  8.259093157125750e-01 -3.037673982915978e-02
 1.731632467276922e-01 -3.784412037075688e-02  9.841657952479795e-01  9.216723193840910e-03  1.806178898507390e-02 -9.997943907585333e-01
 2.583356268936381e-02  8.996084246145727e-01  4.359326890716747e-01  1.746674536843756e-01 -3.434414172693428e-01  9.227888564170255e-01
-6.132400523777526e-01  7.020146706605621e-01 -3.620939661704870e-01  1.788496809013853e-01  6.952135591517394e-02 -9.814171247299429e-01
-2.299077405539952e-01  5.693486654820831e-01  7.892936892862680e-01  8.473315973359768e-01 -3.794236531088050e-01 -3.715734861607207e-01
 2.522666250494875e-01  3.383248384180337e-01  9.065858225207102e-01 -6.936302836829319e-02  5.991593794719129e-02 -9.957905656690506e-01
 8.894281971735036e-01 -2.793780790999713e-02 -4.562202987174894e-01 -2.803461066364611e-01  9.598889525089560e-01  4.388547030290738e-03
-4.601270120499479e-01  6.937903544491798e-01  5.540199246013348e-01  7.838676087384050e-02 -9.193329944928428e-01  3.855935177833390e-01
-8.650815015224779e-01  5.013113154119775e-01  1.791537785055224e-02 -9.943445610783190e-01 -7.137409800151816e-03  1.059620273272919e-01
-9.015804445093069e-01  1.002326717037548e-01 -4.208397718865554e-01  1.261847305508020e-01 -5.043192695450736e-02 -9.907239951265321e-01
 1.276275789361959e-01  3.781247706999084e-01  9.169148591216235e-01 -4.371088166350087e-01  4.016496138731314e-01  8.047443507695514e-01
-1.782041292608733e-01 -2.522802241795927e-01  9.511035573491818e-01 -3.814960614688149e-01 -7.527621268675569e-02  9.213003022290400e-01
 4.640350868065624e-02  9.823663230509432e-01 -1.811163209583668e-01  1.493115542901574e-01 -1.667413045361777e-01 -9.746298769876856e-01
-2.730496785128514e-01  2.260255117258928e-01  9.350702332515333e-01 -6.006060401215907e-01 -1.338064144540189e-01 -7.882691342558209e-01
-4.787883940499599e-02 -9.137602093138205e-01 -4.034227269403566e-01 -5.980596346720627e-01 -6.434546463277843e-01  4.777978563107049e-01
